,﻿OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName,Phone,Email,Website,Fax,northing,easting
305,40644,RGD05,Hospital,Hospital,NHS Sector,Visible,True,The Mount,44 Hyde Terrace,,,Leeds,West Yorkshire,LS2 9LN,53.80408096,-1.558837056,RGD,Leeds and York Partnership NHS Foundation Trust,0113 855 5000,pals.lypft@nhs.net,http://www.leedsandyorkpft.nhs.uk/,,434312.1875,429050.75
1033,1634862,NL002,Hospital,Hospital,NHS Sector,Visible,False,Edith Shaw Hospital,5 Hugo Street,,,Leek,Staffordshire,ST13 5PE,53.1026535,-2.028098822,NL0,John Munroe Hospital,,,,,356195.1563,398118.9375
19,18359,NT212,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Chichester Hospital",,78 Broyle Road,,Chichester,,PO19 6WB,50.8479805,-0.780013144,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/chichesterhospital,0845 280 3251,106155.6172,485875.875
287,40443,RDYFC,Hospital,Hospital,NHS Sector,Visible,True,Yeatman Hospital,,Hospital Lane,,Sherborne,Dorset,DT9 3JU,50.94966888,-2.519826412,RDY,Dorset Healthcare University NHS Foundation Trust,01935 813991,,http://www.dorsethealthcare.nhs.uk,,116882.1719,363488.1563
525,42248,RV913,Hospital,Hospital,NHS Sector,Visible,True,Withernsea Hospital,Queen Street,,,Withernsea,North Humberside,HU19 2QB,53.7285347,0.034033589,RV9,Humber NHS Foundation Trust,01964 614666,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,,427738.1563,534174.5625
54,18399,NT318,Hospital,Hospital,Independent Sector,Visible,True,Spire Norwich Hospital,Watton Road,,,Norwich,Norfolk,NR4 7TD,52.62712097,1.225765705,NT3,Spire Healthcare,01603 456 181,spire.norwich@nhs.net,https://www.spirehealthcare.com/spire-norwich-hospital/,,308187.1875,618291.4375
15,18354,NT206,Hospital,Hospital,Independent Sector,Visible,True,"Nuffield Health, Bristol Hospital (Chesterfield)",3 Clifton Hill,Clifton,,Bristol,Avon,BS8 1BN,51.45360947,-2.61598444,NT2,Nuffield Health,0800 015 5020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/hospitals/bristol,0845 280 3251,172970.6563,357203.7188
1137,6518170,DAM03,Hospital,UNKNOWN,NHS Sector,Visible,False,Billingham Grange Independent Hospital,High Grange Avenue,,,Billingham,Cleveland,TS23 3TY,54.61868286,-1.291753888,DAM,Barchester Healthcare Ltd,,,,,525080.5625,445729.3125
861,68571,NTN22,Hospital,Hospital,NHS Sector,Visible,True,The Priory Hospital Nottingham,Ransom Road,,,Nottingham,Nottinghamshire,NG3 5GS,52.97148132,-1.131278157,NTN,Priory Group Limited,0115 969 3388,nottingham@priorygroup.com,http://www.priorygroup.com/nottingham,0115 969 3381,341957.2188,458332.4375
868,69072,NEN03,Hospital,UNKNOWN,NHS Sector,Visible,False,Ida Darwin Hospital,Cambridge Road,Fulbourn,,Cambridge,Cambridgeshire,CB21 5EE,52.18584824,0.200904787,NEN,Serco Ltd,,,,,256506.0313,550443.1875
80,18430,NT408,Hospital,Hospital,Independent Sector,Visible,True,BMI The Chaucer Hospital,,Nackington Road,,Canterbury,Kent,CT4 7AR,51.26171875,1.087459326,NT4,BMI Healthcare,01227 825100,chaucer@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-chaucer-hospital,01227 762733,155980.7188,615381.5
828,63638,RVN6W,Hospital,UNKNOWN,Independent Sector,Visible,False,Westbury Hospital,The Butts,,,Westbury,Wiltshire,BA13 3EL,51.25523376,-2.183468819,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,,,,,150747.1563,387198.0625
591,42865,RWY02,Hospital,Hospital,NHS Sector,Visible,True,Calderdale Royal Hospital,Salterhebble,,,Halifax,West Yorkshire,HX3 0PW,53.70482254,-1.857493639,RWY,Calderdale and Huddersfield NHS Foundation Trust,01422 357171,communications@cht.nhs.uk,http://www.cht.nhs.uk,01422 380357,423189.25,409406.2813
937,75536,R1DAF,Hospital,UNKNOWN,Independent Sector,Visible,False,Newport Hospital,Upper Bar,,,Newport,Shropshire,TF10 7EH,52.76586914,-2.376988173,R1D,Shropshire Community Health NHS Trust,,,,,318800.625,374566.0313
298,40504,REP01,Hospital,Hospital,NHS Sector,Visible,True,Liverpool Women's NHS Foundation Trust,,Crown Street,,Liverpool,,L8 7SS,53.3984642,-2.960062504,REP,Liverpool Women's NHS Foundation Trust,0151 708 9988,,http://www.liverpoolwomens.nhs.uk/,0151 702 4028,389529.125,336171.5938
905,73017,RV3DY,Hospital,Hospital,Independent Sector,Visible,True,St Pancras Hospital,Inpatient Unit,South Wing,4 St. Pancras Way,London,,NW1 0PE,51.53665161,-0.131643146,RV3,Central and North West London NHS Foundation Trust,020 3317 3500,,,,183679.6875,529566.125
308,40648,RGDBL,Hospital,Hospital,NHS Sector,Visible,True,Becklin Centre,Alma Street,,,Leeds,West Yorkshire,LS9 7BE,53.80526352,-1.524477124,RGD,Leeds and York Partnership NHS Foundation Trust,0113 855 5000,pals.lypft@nhs.net,http://www.leedsandyorkpft.nhs.uk/home,,434458.3438,431312.4688
815,62381,NYW02,Hospital,Hospital,Independent Sector,Visible,True,Aspen - Parkside Hospital,53 Parkside,,,London,Greater London,SW19 5NX,51.43576431,-0.223569781,NYW,Aspen Healthcare Limited,02089718000,,,,172303.0781,523463.9063
950,76535,RWW10,Hospital,UNKNOWN,Independent Sector,Visible,False,St Mary's Hospital,St. Marys Hospital,Floyd Drive,,Warrington,Cheshire,WA2 8DB,53.40608597,-2.592434645,RWW,Warrington and Halton Hospitals NHS Foundation Trust,,,,,390111.125,360619.5313
556,42644,RW602,Hospital,Hospital,NHS Sector,Visible,True,North Manchester General Hospital,Delaunays Road,Crumpsall,,Manchester,Greater Manchester,M8 5RB,53.51788712,-2.229486942,RW6,Pennine Acute Hospitals NHS Trust,0161 624 0420,,http://www.pat.nhs.uk,0161 740 4450,402408.9688,384785.4375
872,69295,RFRDG,Hospital,UNKNOWN,Independent Sector,Visible,False,Doncaster Gate Hospital,Doncaster Gate,,,Rotherham,South Yorkshire,S65 1DA,53.43000031,-1.352416396,RFR,The Rotherham NHS Foundation Trust,,,,,392803.125,443022.1563
370,41028,RJN63,Hospital,Hospital,NHS Sector,Visible,True,Congleton War Memorial Hospital,Congleton War Memorial Hospital,Canal Road,,Congleton,Cheshire,CW12 3AR,53.15802765,-2.202660799,RJN,East Cheshire NHS Trust,01260 294800,,http://www.eastcheshire.nhs.uk,,362373.5,386450.375
762,59646,NMW01,Hospital,UNKNOWN,NHS Sector,Visible,True,Abbey Sefton Hospital,University Hospital Aintree,Fazakerley Hospital,Lower Lane,Liverpool,Merseyside,L9 7AL,53.46632767,-2.931089401,NMW,Abbey Sefton Hospital (University Hospital Aintree),0151 330 6551,,,,397052.4688,338196.3125
534,42316,RVN2B,Hospital,Hospital,NHS Sector,Visible,True,St Martins Hospital (Bath),Midford Road,,,Bath,,BA2 5RP,51.35817337,-2.372606993,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,01225 831500,,http://www.awp.nhs.uk,,162243.9375,374058.6563
53,18398,NT317,Hospital,Hospital,Independent Sector,Visible,True,Spire Cambridge Lea Hospital,30 New Road,Impington,,Cambridge,Cambridgeshire,CB24 9EL,52.24476242,0.113378502,NT3,Spire Healthcare,01223 266 900,info@spirecambridge.com,https://www.spirehealthcare.com/spire-cambridge-lea-hospital/,01223 233 421,262879.1875,544269.9375
1132,6117792,AXL01,Hospital,UNKNOWN,NHS Sector,Visible,True,Mundesley Hospital - Gimingham,Cook's Hill,Gimingham,Mundesley,Norwich,Norfolk,NR11 8ET,52.87749863,1.412708521,AXL,Mundesley Hospital,,,,,336605.7188,629616.9375
1183,8634462,RP640,Hospital,UNKNOWN,Independent Sector,Visible,False,Moorfields At St Anthony's Hospital,801 London Road,Cheam,,Sutton,Surrey,SM3 9DW,51.37992096,-0.220803648,RP6,Moorfields Eye Hospital NHS Foundation Trust,,,,,166098.5156,523806.9063
536,42330,RVN6A,Hospital,Hospital,NHS Sector,Visible,True,Wiltshire IAPT,,Lodge 3,,Devizes,Wiltshire,SN10 5DS,51.33915329,-1.981288552,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,01380 731335,awp.wilts-iapt@nhs.net,https://iapt-wilts.awp.nhs.uk/,,160063.1719,401303.25
205,40006,RA901,Hospital,Hospital,NHS Sector,Visible,True,Torbay Hospital,Lowes Bridge,,,Torquay,Devon,TQ2 7AA,50.48232269,-3.553790569,RA9,Torbay and South Devon NHS Foundation Trust,01803 614567,chiefexecutive.sdhct@nhs.net,http://www.torbayandsouthdevon.nhs.uk/,01803 616334,65942.98438,289775.5
812,62140,RP408,Hospital,UNKNOWN,Independent Sector,Visible,False,St Johns Hospital,Wood Street,,,Chelmsford,Essex,CM2 9BG,51.7193222,0.45941925,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,,,,,205202.0469,569866.0
1046,2131250,RTF86,Hospital,Hospital,Independent Sector,Visible,True,Northumbria Specialist Emergency Care Hospital,Northumbria Specialist Emergency Care Hospital,Northumbria Way,Northumberland,Cramlington,Northumberland,NE23 6NZ,55.07406998,-1.569669127,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/emergency/,,575603.9375,427474.1563
47,18392,NT310,Hospital,Hospital,Independent Sector,Visible,True,Spire Tunbridge Wells Hospital,Fordcombe Road,Fordcombe,,Tunbridge Wells,Kent,TN3 0RD,51.13451385,0.188159764,NT3,Spire Healthcare,01892 740 047,info@spiretunbridgewells.com,http://www.spirehealthcare.com/tunbridgewells,01892 740046,139583.7969,553075.3125
1159,7757945,R1L50,Hospital,Hospital,NHS Sector,Visible,True,Thurrock Community Hospital,,Long Lane,,Grays,Essex,RM16 2PX,51.49637604,0.336211026,R1L,Essex Partnership University NHS Foundation Trust,0300 123 0808,,,,180134.1719,562150.0625
136,18656,NTP11,Hospital,Hospital,Independent Sector,Visible,True,Royal South Hants Hospital - Care UK,c/o Care UK - Level C,Southampton NHS Treatment Centre,Brintons Terrace,Southampton,Hampshire,SO14 0YG,50.91239166,-1.397062421,NTP,Care UK,0333 200 1820,,http://www.southamptontreatmentcentre.nhs.uk,0333 200 1732,112781.6719,442383.2813
338,40804,RHA04,Hospital,Hospital,NHS Sector,Visible,True,Rampton Hospital,Rampton Hospital,,,Retford,Nottinghamshire,DN22 0PD,53.2903862,-0.838197649,RHA,Nottinghamshire Healthcare NHS Foundation Trust,01777 24 8321,,http://www.nottinghamshirehealthcare.nhs.uk/rampton-hospital,,377706.8125,477435.875
842,65433,RXPCL,Hospital,Hospital,Independent Sector,Visible,False,Sedgefield Community Hospital,Salters Lane,Sedgefield,,Stockton-On-Tees,Cleveland,TS21 3EE,54.66188812,-1.448476672,RXP,County Durham and Darlington NHS Foundation Trust,,,,,529796.9375,435572.5625
301,40568,RF4QH,Hospital,Hospital,NHS Sector,Visible,True,Queen's Hospital,Rom Valley Way,,,Romford,Essex,RM7 0AG,51.56942749,0.180405304,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",01708 435000,,http://www.bhrhospitals.nhs.uk,,187922.7813,551095.0625
380,41067,RK953,Hospital,Hospital,NHS Sector,Visible,True,Royal Eye Infirmary,Derriford Road,Crownhill,,Plymouth,Devon,PL6 8DH,50.41672897,-4.113671303,RK9,University Hospitals Plymouth NHS Trust,01752 202082,,https://www.plymouthhospitals.nhs.uk/,,59631.83594,249853.5313
765,59909,R1C03,Hospital,Hospital,Independent Sector,Visible,False,Western Community Hospital,William Macleod Way,,,Southampton,Hampshire,SO16 4XE,50.92525101,-1.446025729,R1C,Solent NHS Trust,,,,,114184.5547,438930.7188
1048,2309346,REFX7,Hospital,Hospital,Independent Sector,Visible,False,Fowey Hospital,Park Road,,,Fowey,Cornwall,PL23 1EE,50.33850479,-4.639208794,REF,Royal Cornwall Hospitals NHS Trust,,,,,52130.32031,212217.2344
458,41569,RQXM1,Hospital,Hospital,NHS Sector,Visible,True,Homerton University Hospital,Homerton Row,Homerton Row,,London,Greater London,E9 6SR,51.55063248,-0.046084356,RQX,Homerton University Hospital NHS Foundation Trust,020 8510 5555,huh-tr.enquiries@nhs.net,http://www.homerton.nhs.uk,020 8510 7608,185389.2344,535457.375
839,65344,RXN10,Hospital,UNKNOWN,Independent Sector,Visible,True,Lytham Hospital,Warton Street,,,Lytham St. Annes,Lancashire,FY8 5EE,53.73848343,-2.947314501,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,01253 657053,,,,427340.9063,337522.3125
463,41608,RR7ER,Hospital,Hospital,NHS Sector,Visible,True,Dunston Hill Hospital,Dunston Hill,,,Gateshead,Tyne and Wear,NE11 9QT,54.94639587,-1.659452677,RR7,Gateshead Health NHS Foundation Trust,0191 482 0000,pals@ghnt.nhs.uk,http://www.qegateshead.nhs.uk,,561366.1875,421811.1875
256,40267,RCD6D,Hospital,Hospital,NHS Sector,Visible,True,The New Selby War Memorial Hospital - Harrogate and District NHS Foundation Trust,The New Selby War Memorial Hospital,Doncaster Road,,Selby,North Yorkshire,YO8 9BX,53.77748871,-1.078320146,RCD,Harrogate and District NHS Foundation Trust,01904 724300,,http://www.hdft.nhs.uk,,431657.7188,460730.7813
1006,1095826,RV320,Hospital,Hospital,NHS Sector,Visible,True,"St Charles Hospital, Mental Health Unit",,Exmoor Street,,,,W10 6DZ,51.52236176,-0.217203587,RV3,Central and North West London NHS Foundation Trust,,,,,181942.7031,523671.8438
1167,8228408,DKF01,Hospital,UNKNOWN,NHS Sector,Visible,True,Manchester Private Hospital,New Court,Regents Place,Windsor Street,Salford,Greater Manchester,M5 4HB,53.47900391,-2.278548241,DKF,Manchester Private Clinic Ltd,01615078822,info@manchesterprivatehospital.co.uk,http://www.manchesterprivatehospital.co.uk,01615078828,398095.1563,381515.875
643,43211,RXQ61,Hospital,Hospital,NHS Sector,Visible,True,Buckingham Community Hospital,,High Street,,Buckingham,,MK18 1NU,52.0015831,-0.985668004,RXQ,Buckinghamshire Healthcare NHS Trust,01280 813243,,http://www.buckshealthcare.nhs.uk,01280 824966,234215.4688,469624.4063
235,40188,RBQHQ,Hospital,Hospital,NHS Sector,Visible,True,Liverpool Heart and Chest Hospital,,Thomas Drive,,Liverpool,,L14 3PE,53.4111557,-2.89797473,RBQ,Liverpool Heart and Chest NHS Foundation Trust,0151 600 1616,,http://www.lhch.nhs.uk,0151 600 1862,390887.125,340317.0938
435,41431,RP768,Hospital,Hospital,NHS Sector,Visible,True,"Discovery House - The Fens, The Vales & The Wolds",St Georges,Long Leys Road,,LINCOLN,Lincolnshire,LN1 1EE,53.242836,-0.557784677,RP7,Lincolnshire Partnership NHS Foundation Trust,01522 597933,,,,372758.4688,496231.5313
474,41735,RRJ05,Hospital,Hospital,NHS Sector,Visible,True,Royal Orthopaedic Hospital,The Woodlands,Bristol Road South,Northfield,Birmingham,West Midlands,B31 2AP,52.42113876,-1.960812807,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,0121 685 4000,roh.comms@nhs.net,http://www.roh.nhs.uk/,0121 685 4100,280392.3125,402664.6563
5,18143,NMV02,Hospital,Hospital,Independent Sector,Visible,True,Stockton Hall Hospital,Stockton Hall,The Village,Stockton On The Forest,York,North Yorkshire,YO32 9UN,53.99539185,-1.002552867,NMV,Partnerships In Care Ltd,01904 400 500,info@priorygroup.com,https://www.priorygroup.com/stockton-hall,,455965.4375,465382.0938
65,18410,NT339,Hospital,Hospital,Independent Sector,Visible,True,Spire Regency Hospital,West Street,,,Macclesfield,Cheshire,SK11 8DW,53.26012802,-2.137799501,NT3,Spire Healthcare,01625 501150,spire.regency@nhs.net,https://www.spirehealthcare.com/spire-regency-hospital-macclesfield/,01625 505433,373720.4063,390808.7813
725,45365,RX1AA,Hospital,Hospital,NHS Sector,Visible,True,Nottingham University Hospitals NHS Trust - Ropewalk House,,113 The Ropewalk,,Nottingham,,NG1 6HA,52.95198059,-1.156332135,RX1,Nottingham University Hospitals NHS Trust,0115 924 9924 (ext. 61111),,,,339768.125,456675.6563
340,40843,RHM01,Hospital,Hospital,NHS Sector,Visible,True,Southampton General Hospital,,Tremona Road,,Southampton,Hampshire,SO16 6YD,50.93302155,-1.435089946,RHM,University Hospital Southampton NHS Foundation Trust,023 8077 7222,patientsupportservices@uhs.nhs.uk,http://www.uhs.nhs.uk,023 8120 4715,115054.3984,439692.625
1027,1350031,NLX22,Hospital,Hospital,NHS Sector,Visible,True,Thornbury Hospital (Henderson Ward),Eastland Road,Thornbury,,Bristol,Avon,BS35 1DN,51.61167145,-2.518879414,NLX,Sirona Care & Health,,,,,190495.4219,364074.8125
598,42924,RX2F3,Hospital,Hospital,NHS Sector,Visible,True,Amberstone Hospital,Carters Corner,Amberstone Hospital,,Hailsham,East Sussex,BN27 4HU,50.88183212,0.275532901,RX2,Sussex Partnership NHS Foundation Trust,01323 440022,info@sussexpartnership.nhs.uk,http://www.sussexpartnership.nhs.uk/location-amberstone-hospital,,111677.0781,560054.5625
221,40087,RAN01,Hospital,Hospital,NHS Sector,Visible,False,The Royal National Orthopaedic Hospital (Stanmore),Brockley Hill,,,Stanmore,Middlesex,HA7 4LP,51.63256454,-0.31042096,RAN,Royal National Orthopaedic Hospital NHS Trust,020 8954 2300,enquiries@rnoh.nhs.uk,http://www.rnoh.nhs.uk/index.htm,,194043.1719,516922.6563
120,18564,NTE02,Hospital,Hospital,Independent Sector,Visible,True,St Hugh's Hopsital,Peaks Lane,,,Grimsby,South Humberside,DN32 9RP,53.55105209,-0.073805079,NTE,Claremont & St Hugh's Hospitals (Hmt),01472 251100,admin@sthughshospital.co.uk,http://www.sthughshospital.co.uk,01472 251130,407799.3438,527596.4375
229,40154,RBK02,Hospital,Hospital,NHS Sector,Visible,True,Manor Hospital,,Moat Road,,Walsall,,WS2 9PS,52.58233261,-1.998909116,RBK,Walsall Healthcare NHS Trust,01922 721172,contactus@walsallhealthcare.nhs.uk,http://www.walsallhealthcare.nhs.uk,,298320.0,400073.9063
730,45488,RDRAA,Hospital,Hospital,NHS Sector,Visible,True,Arundel & District Hospital,Arundel & District Hospital,Chichester Road,Arundel,Arundel,Sussex,BN18 0AB,50.85447693,-0.565244734,RDR,Sussex Community NHS Foundation Trust,01903 882543,,http://www.sussexcommunity.nhs.uk/services,,107149.5547,500979.0
1138,6518171,DAM04,Hospital,UNKNOWN,NHS Sector,Visible,False,Forest Independent Hospital,Southwell Road West,,,Mansfield,Nottinghamshire,NG18 4XX,53.1361084,-1.168948889,DAM,Barchester Healthcare Ltd,,,,,360238.6875,455590.6875
